Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,ResultScore,ResultBand
18,2,0,4,1,2,0,4,2,0,3,3,2,3,0,2,1,0,1,4,2,4,36,High risk / addictive pattern (consider referral)
15,2,2,2,2,2,2,1,0,3,3,2,4,0,1,2,1,0,0,1,0,0,28,Problematic use likely (structured assessment)
19,2,3,2,2,1,2,1,2,3,2,4,1,1,0,1,1,0,1,3,0,3,33,High risk / addictive pattern (consider referral)
15,2,2,0,2,0,2,2,1,2,2,3,0,3,2,2,1,1,1,0,4,0,32,High risk / addictive pattern (consider referral)
17,0,1,4,1,1,3,2,0,1,2,3,2,2,1,0,0,0,0,1,4,0,24,Problematic use likely (structured assessment)
17,2,3,1,1,2,0,2,4,1,0,2,2,0,2,0,0,0,1,4,0,3,29,Problematic use likely (structured assessment)
16,1,3,4,2,1,2,2,4,2,3,1,4,3,4,4,0,0,0,4,3,4,47,High risk / addictive pattern (consider referral)
13,1,1,2,1,0,1,1,4,0,0,3,1,4,2,4,1,1,1,3,1,2,32,High risk / addictive pattern (consider referral)
17,1,2,0,1,1,3,0,2,0,1,3,2,4,0,4,0,1,1,0,4,1,31,High risk / addictive pattern (consider referral)
13,2,1,0,2,1,0,3,4,2,3,4,0,4,0,0,1,1,0,3,1,3,35,High risk / addictive pattern (consider referral)
14,2,1,2,1,2,0,0,4,3,3,1,3,2,1,0,0,1,1,2,3,2,32,High risk / addictive pattern (consider referral)
15,2,3,0,0,2,2,4,2,0,2,3,0,2,4,2,1,0,0,0,1,3,33,High risk / addictive pattern (consider referral)
16,2,2,2,2,0,3,0,1,1,0,1,0,0,0,0,0,1,1,0,2,2,18,At-risk (brief advice/monitor)
18,1,3,0,1,0,2,2,3,3,1,2,2,3,4,2,0,1,0,4,1,2,37,High risk / addictive pattern (consider referral)
16,2,1,3,0,2,3,3,0,4,3,0,2,4,3,2,1,0,1,2,0,1,34,High risk / addictive pattern (consider referral)
19,2,1,0,2,1,1,3,4,0,0,3,1,4,0,4,1,1,1,1,0,3,33,High risk / addictive pattern (consider referral)
13,2,2,4,2,1,0,2,3,4,3,3,0,4,1,1,1,0,1,0,3,4,37,High risk / addictive pattern (consider referral)
14,1,1,0,1,0,3,3,0,3,3,0,2,4,4,3,1,1,1,2,4,1,38,High risk / addictive pattern (consider referral)
13,2,0,2,1,0,3,0,3,0,2,1,1,1,4,1,1,0,1,4,4,4,33,High risk / addictive pattern (consider referral)
14,2,0,0,2,1,3,3,4,3,2,3,3,3,0,4,1,0,0,2,4,3,43,High risk / addictive pattern (consider referral)
14,2,2,0,1,0,2,2,3,2,0,1,0,3,1,1,0,1,1,2,3,0,27,Problematic use likely (structured assessment)
19,1,0,2,2,0,2,0,1,0,2,1,0,2,0,4,1,0,0,4,4,0,24,Problematic use likely (structured assessment)
14,0,3,3,2,1,3,0,3,4,2,2,4,4,1,3,1,1,0,2,4,3,43,High risk / addictive pattern (consider referral)
18,2,1,0,1,2,0,2,0,2,0,1,2,1,2,1,1,1,1,0,4,2,26,Problematic use likely (structured assessment)
17,1,3,4,0,1,2,3,3,0,0,4,3,2,2,3,0,1,0,2,2,2,34,High risk / addictive pattern (consider referral)
15,2,3,2,2,1,1,3,3,3,1,3,2,4,3,3,1,1,1,1,0,1,39,High risk / addictive pattern (consider referral)
14,0,1,4,2,1,1,4,0,2,0,0,4,2,3,3,1,0,1,1,3,1,30,High risk / addictive pattern (consider referral)
13,1,0,3,2,2,2,0,3,2,1,0,3,3,0,2,0,0,1,0,3,3,28,Problematic use likely (structured assessment)
15,0,0,1,1,0,3,2,2,2,1,3,2,3,4,4,1,0,0,0,1,1,30,High risk / addictive pattern (consider referral)
18,1,1,3,2,1,0,2,4,0,2,2,2,0,1,1,0,0,1,1,0,0,21,Problematic use likely (structured assessment)
15,0,3,2,1,2,3,1,3,4,3,3,4,4,0,0,0,1,1,0,2,2,37,High risk / addictive pattern (consider referral)
19,2,0,2,0,1,1,3,3,4,4,1,2,2,1,2,1,0,1,1,2,1,32,High risk / addictive pattern (consider referral)
19,0,0,0,0,2,2,4,3,3,0,1,2,1,3,0,1,0,0,3,0,4,29,Problematic use likely (structured assessment)
14,1,0,1,2,0,3,3,4,2,3,4,4,1,3,3,0,0,0,4,4,1,42,High risk / addictive pattern (consider referral)
13,2,3,0,1,2,2,4,0,3,0,4,2,3,2,0,1,0,1,2,1,2,35,High risk / addictive pattern (consider referral)
17,0,0,1,1,0,2,1,1,4,1,3,2,0,3,1,0,0,1,3,0,4,27,Problematic use likely (structured assessment)
17,2,3,3,0,2,2,1,4,2,0,3,0,0,3,1,0,0,0,0,2,3,28,Problematic use likely (structured assessment)
18,1,2,4,2,2,3,4,4,1,0,1,2,0,2,3,0,1,0,2,0,2,32,High risk / addictive pattern (consider referral)
13,2,0,0,0,1,3,3,2,0,3,1,4,3,3,4,0,0,1,0,3,1,34,High risk / addictive pattern (consider referral)
16,0,0,3,2,2,2,4,4,3,0,2,4,4,1,3,0,0,1,4,4,1,41,High risk / addictive pattern (consider referral)
19,0,2,1,2,0,2,0,0,2,1,0,2,1,4,3,0,0,0,4,3,3,29,Problematic use likely (structured assessment)
18,2,3,3,1,1,3,0,2,0,1,2,2,2,0,3,1,1,0,1,4,2,31,High risk / addictive pattern (consider referral)
18,2,3,4,1,1,1,2,3,2,0,0,3,0,3,0,1,0,0,2,1,3,28,Problematic use likely (structured assessment)
19,2,1,1,2,0,3,4,1,3,1,4,0,1,3,1,1,1,0,0,2,1,31,High risk / addictive pattern (consider referral)
13,0,0,0,1,2,1,1,2,2,3,0,4,1,4,3,0,1,0,3,0,0,28,Problematic use likely (structured assessment)
16,2,0,3,1,1,3,2,1,4,3,1,2,0,1,4,1,0,1,1,0,1,29,Problematic use likely (structured assessment)
14,0,0,4,2,0,3,2,2,4,4,1,0,3,3,3,0,0,1,3,0,4,35,High risk / addictive pattern (consider referral)
14,1,0,4,1,2,2,1,3,1,3,4,3,2,1,1,1,0,1,4,1,0,32,High risk / addictive pattern (consider referral)
17,1,3,0,1,1,3,3,2,1,3,2,1,4,0,0,0,0,1,1,1,0,28,Problematic use likely (structured assessment)
14,2,0,2,2,1,2,0,2,0,3,2,2,1,0,1,1,0,0,1,2,2,24,Problematic use likely (structured assessment)
18,0,3,1,1,1,2,1,1,2,4,4,0,4,0,4,0,1,1,1,1,4,35,High risk / addictive pattern (consider referral)
17,0,3,4,0,2,0,1,4,0,2,2,2,4,1,1,1,1,1,1,2,3,31,High risk / addictive pattern (consider referral)
14,1,1,1,1,0,1,2,1,0,1,3,3,1,2,0,1,0,1,3,2,1,25,Problematic use likely (structured assessment)
19,0,3,2,1,0,0,1,0,4,1,0,4,0,1,3,1,0,0,1,4,2,26,Problematic use likely (structured assessment)
13,1,1,2,0,2,1,4,2,0,3,4,1,3,4,2,1,1,0,3,2,2,37,High risk / addictive pattern (consider referral)
17,2,1,2,1,2,1,0,0,2,4,4,1,2,0,0,0,1,0,1,2,4,28,Problematic use likely (structured assessment)
13,2,3,2,1,2,0,3,0,4,2,3,3,3,2,1,0,1,1,3,0,3,37,High risk / addictive pattern (consider referral)
19,0,1,0,1,2,1,2,3,2,3,2,2,3,3,1,1,0,1,2,3,3,36,High risk / addictive pattern (consider referral)
18,1,1,3,2,2,3,4,2,1,1,1,0,2,2,2,0,0,1,4,2,3,34,High risk / addictive pattern (consider referral)
17,2,1,2,1,0,3,0,0,0,2,0,1,3,1,4,0,0,1,1,4,4,28,Problematic use likely (structured assessment)
17,2,2,2,1,1,1,2,2,4,1,3,4,1,0,2,1,0,0,1,4,2,34,High risk / addictive pattern (consider referral)
16,1,0,4,0,2,3,0,2,0,4,3,3,3,3,1,1,1,0,0,4,3,34,High risk / addictive pattern (consider referral)
15,2,1,4,2,0,2,0,1,0,3,4,2,0,2,4,0,0,1,2,1,3,30,High risk / addictive pattern (consider referral)
18,1,2,3,1,0,3,3,2,1,1,3,0,0,1,3,0,1,0,4,2,3,31,High risk / addictive pattern (consider referral)
13,0,0,3,0,0,0,2,2,2,2,2,0,0,3,0,1,0,1,4,0,0,19,At-risk (brief advice/monitor)
16,1,3,2,2,2,3,0,0,3,4,3,1,0,1,3,0,0,0,1,4,4,35,High risk / addictive pattern (consider referral)
17,2,3,2,1,1,2,0,1,3,2,2,2,0,1,2,1,0,0,1,3,4,31,High risk / addictive pattern (consider referral)
16,0,3,4,0,2,0,0,0,0,3,3,4,1,4,2,0,1,1,4,2,2,32,High risk / addictive pattern (consider referral)
16,1,3,1,0,1,1,4,0,1,2,1,0,0,0,4,0,1,1,3,0,1,24,Problematic use likely (structured assessment)
19,1,3,1,0,2,3,1,4,3,1,4,1,4,4,2,0,0,0,0,4,2,39,High risk / addictive pattern (consider referral)
14,1,2,1,1,2,2,1,1,1,1,2,0,0,3,3,0,1,0,2,3,1,27,Problematic use likely (structured assessment)
13,1,3,1,2,2,3,1,2,0,3,1,2,1,0,2,0,0,0,2,2,3,30,High risk / addictive pattern (consider referral)
18,0,2,2,0,1,3,1,3,3,1,0,1,1,0,0,1,1,1,0,2,4,25,Problematic use likely (structured assessment)
14,0,1,2,0,0,0,4,2,4,3,2,4,1,2,0,1,1,0,0,0,2,27,Problematic use likely (structured assessment)
16,2,1,2,2,0,3,0,1,2,2,3,0,4,0,2,0,1,0,2,2,2,29,Problematic use likely (structured assessment)
16,0,0,4,1,0,2,4,1,2,4,2,1,3,2,4,0,1,1,3,0,2,33,High risk / addictive pattern (consider referral)
17,2,2,4,0,2,0,2,0,4,4,3,2,4,1,2,1,1,1,1,4,3,39,High risk / addictive pattern (consider referral)
17,2,1,2,0,0,3,1,1,3,2,1,3,1,3,1,0,0,1,4,0,3,30,High risk / addictive pattern (consider referral)
17,1,1,1,0,2,0,4,3,4,4,0,1,3,2,2,0,1,0,3,2,2,35,High risk / addictive pattern (consider referral)
13,2,0,0,2,1,3,2,1,3,0,0,0,1,4,0,0,1,0,1,3,2,26,Problematic use likely (structured assessment)
13,1,3,4,0,0,1,2,0,2,1,1,0,1,3,3,0,0,1,4,0,4,27,Problematic use likely (structured assessment)
17,1,1,1,1,2,0,2,1,0,4,2,1,1,4,4,0,0,0,2,2,4,32,High risk / addictive pattern (consider referral)
16,1,0,3,0,2,2,2,4,2,4,4,4,2,0,1,1,0,1,4,2,2,38,High risk / addictive pattern (consider referral)
15,1,1,3,0,0,1,0,1,3,4,0,2,4,0,4,1,0,1,0,4,0,27,Problematic use likely (structured assessment)
13,1,0,1,0,0,3,1,3,2,2,3,0,1,1,1,1,1,1,4,3,2,30,High risk / addictive pattern (consider referral)
19,1,2,4,1,2,2,0,0,0,1,3,4,4,3,4,1,1,1,3,3,2,38,High risk / addictive pattern (consider referral)
19,1,0,1,2,2,3,4,0,2,0,2,4,3,0,3,1,1,1,0,1,4,34,High risk / addictive pattern (consider referral)
14,2,3,0,0,0,2,2,4,4,3,4,1,2,3,0,1,1,1,1,4,1,39,High risk / addictive pattern (consider referral)
18,0,2,1,2,0,0,0,0,0,2,3,0,3,3,2,0,1,0,4,4,3,29,Problematic use likely (structured assessment)
14,1,2,2,1,2,0,0,3,4,3,1,0,4,0,0,1,1,1,4,4,3,35,High risk / addictive pattern (consider referral)
18,0,1,0,1,1,1,4,0,2,3,2,4,3,2,0,0,1,1,0,0,2,28,Problematic use likely (structured assessment)
16,0,1,1,2,0,1,4,3,2,4,2,3,1,3,3,0,0,1,2,4,4,40,High risk / addictive pattern (consider referral)
19,0,2,1,2,0,1,1,4,4,0,1,3,4,4,4,1,0,0,1,0,2,34,High risk / addictive pattern (consider referral)
19,1,2,3,2,1,3,2,2,3,1,3,2,4,2,3,1,1,0,4,4,1,42,High risk / addictive pattern (consider referral)
14,0,3,0,0,1,1,3,2,3,1,2,4,0,1,2,1,0,1,1,0,0,26,Problematic use likely (structured assessment)
15,2,2,2,2,2,0,3,0,3,0,2,3,3,4,3,1,1,0,2,0,1,34,High risk / addictive pattern (consider referral)
16,0,0,2,0,2,2,1,3,0,4,4,2,1,3,3,0,0,1,3,0,0,29,Problematic use likely (structured assessment)
19,1,1,3,0,0,0,0,4,1,4,3,0,4,3,1,0,1,0,3,2,4,32,High risk / addictive pattern (consider referral)
15,0,3,4,2,1,2,3,0,2,1,1,1,4,1,1,0,1,0,1,2,2,28,Problematic use likely (structured assessment)
15,2,0,3,1,0,0,0,2,2,4,4,0,2,0,1,0,0,0,0,1,2,21,Problematic use likely (structured assessment)
16,1,2,1,2,0,0,4,3,0,3,4,4,2,4,2,0,0,0,2,3,0,36,High risk / addictive pattern (consider referral)
16,0,3,0,0,2,1,2,1,1,1,4,2,2,1,1,1,1,1,2,3,1,30,High risk / addictive pattern (consider referral)
17,1,0,2,0,2,1,3,3,4,0,4,3,0,0,0,1,1,1,3,2,2,31,High risk / addictive pattern (consider referral)
16,1,3,3,0,2,0,1,1,0,3,3,2,0,1,1,1,0,0,2,4,4,29,Problematic use likely (structured assessment)
17,1,0,2,2,2,1,0,0,4,1,4,4,1,2,4,1,1,0,0,1,4,33,High risk / addictive pattern (consider referral)
17,1,3,0,2,1,2,1,4,0,4,2,3,1,2,0,1,0,1,4,4,2,38,High risk / addictive pattern (consider referral)
17,0,2,1,2,0,1,4,2,1,3,1,0,2,1,2,1,0,1,2,0,3,28,Problematic use likely (structured assessment)
19,2,1,1,0,1,2,2,4,2,1,0,0,4,0,1,1,0,0,0,3,3,27,Problematic use likely (structured assessment)
17,1,1,1,2,2,3,1,0,1,4,1,1,0,4,3,1,0,1,0,1,2,29,Problematic use likely (structured assessment)
18,0,2,0,2,1,0,3,0,3,1,0,1,0,0,0,1,1,0,2,4,1,22,Problematic use likely (structured assessment)
15,0,1,2,1,0,1,1,0,1,0,0,2,2,1,1,1,1,0,3,2,2,20,At-risk (brief advice/monitor)
13,1,3,2,0,1,0,1,0,1,3,0,3,3,4,0,0,0,0,1,3,2,26,Problematic use likely (structured assessment)
17,1,3,0,1,0,0,2,4,1,1,1,4,3,4,3,1,0,1,2,3,0,35,High risk / addictive pattern (consider referral)
13,2,0,4,0,0,1,2,4,1,0,2,0,4,0,2,0,1,1,0,1,3,24,Problematic use likely (structured assessment)
14,2,2,1,0,2,1,4,2,4,0,3,4,0,4,2,0,1,1,2,0,3,37,High risk / addictive pattern (consider referral)
17,0,3,0,2,1,1,2,1,1,1,4,3,0,0,0,1,0,0,3,0,4,27,Problematic use likely (structured assessment)
15,0,0,1,0,1,1,3,4,3,1,3,1,3,2,0,0,1,1,4,3,3,34,High risk / addictive pattern (consider referral)
16,2,2,2,1,0,2,1,1,2,0,2,4,1,2,3,0,1,1,0,2,2,29,Problematic use likely (structured assessment)
13,2,0,1,2,0,0,2,3,0,2,2,3,3,3,3,0,1,1,3,2,3,35,High risk / addictive pattern (consider referral)
17,1,2,1,2,2,0,4,4,4,1,4,0,4,4,3,0,1,0,1,3,4,44,High risk / addictive pattern (consider referral)
16,2,1,3,2,2,2,1,0,4,3,3,3,2,3,2,1,0,0,2,3,1,37,High risk / addictive pattern (consider referral)
13,0,0,1,1,1,2,1,3,3,3,4,2,1,0,0,0,1,1,3,1,3,30,High risk / addictive pattern (consider referral)
17,2,1,3,2,0,3,2,0,1,1,4,0,2,1,1,0,1,1,3,1,1,27,Problematic use likely (structured assessment)
15,2,2,3,2,0,3,4,4,1,1,1,2,0,3,2,0,1,1,4,2,4,39,High risk / addictive pattern (consider referral)
15,2,1,4,0,1,2,2,0,1,3,4,1,2,0,3,1,0,1,0,0,4,28,Problematic use likely (structured assessment)
13,0,3,2,2,2,1,4,2,4,1,2,4,3,0,2,1,0,0,4,3,0,38,High risk / addictive pattern (consider referral)
16,2,0,3,2,1,2,3,0,4,3,3,1,0,0,3,1,1,1,3,0,4,34,High risk / addictive pattern (consider referral)
15,1,0,4,2,2,1,2,4,1,3,3,4,2,4,3,0,1,0,1,0,4,38,High risk / addictive pattern (consider referral)
13,2,1,1,2,1,2,3,4,3,2,1,4,4,3,2,1,1,0,3,1,4,44,High risk / addictive pattern (consider referral)
13,2,2,1,2,2,1,3,2,0,0,0,0,4,4,0,1,0,1,0,0,1,25,Problematic use likely (structured assessment)
16,2,3,0,0,2,1,1,1,0,4,2,4,2,0,3,1,0,1,0,3,3,33,High risk / addictive pattern (consider referral)
19,0,3,0,2,0,2,2,3,4,3,3,2,2,4,4,0,1,0,1,0,4,40,High risk / addictive pattern (consider referral)
16,1,2,1,1,1,3,2,4,4,0,3,2,2,1,4,0,1,0,4,4,4,43,High risk / addictive pattern (consider referral)
18,2,2,3,2,2,3,0,2,0,4,4,3,3,3,2,1,0,1,2,1,3,40,High risk / addictive pattern (consider referral)
14,1,3,1,2,2,3,1,3,1,0,1,3,2,3,0,0,0,0,1,3,2,31,High risk / addictive pattern (consider referral)
14,0,1,3,0,0,0,4,4,2,4,0,2,1,0,1,1,1,1,1,0,2,25,Problematic use likely (structured assessment)
19,1,2,4,0,0,1,4,2,3,0,0,3,3,1,0,0,1,0,0,3,0,24,Problematic use likely (structured assessment)
17,1,2,4,2,1,0,0,3,2,3,4,1,4,3,0,0,0,1,2,3,4,36,High risk / addictive pattern (consider referral)
16,0,0,2,1,0,0,2,4,0,2,3,2,1,1,4,0,1,0,2,4,3,30,High risk / addictive pattern (consider referral)
13,0,1,3,2,1,1,1,3,0,1,0,3,4,3,2,0,1,1,3,2,0,29,Problematic use likely (structured assessment)
17,2,1,0,2,1,0,1,4,0,1,0,4,1,1,2,0,0,0,0,0,3,23,Problematic use likely (structured assessment)
13,1,3,0,1,1,2,3,0,2,2,3,4,3,1,4,0,0,0,3,4,2,39,High risk / addictive pattern (consider referral)
14,0,0,3,1,0,1,0,0,1,2,3,4,4,3,2,1,1,1,1,4,1,30,High risk / addictive pattern (consider referral)
16,2,0,2,1,0,1,2,3,1,4,2,4,1,3,3,0,0,1,1,3,3,35,High risk / addictive pattern (consider referral)
14,1,1,4,1,2,1,4,3,3,3,0,0,2,0,3,0,0,1,1,1,3,30,High risk / addictive pattern (consider referral)
16,0,3,3,2,1,1,1,0,3,4,2,0,0,3,0,1,1,0,0,2,2,26,Problematic use likely (structured assessment)
13,1,0,4,1,1,0,0,3,1,3,0,2,2,2,0,0,0,1,4,3,3,27,Problematic use likely (structured assessment)
16,0,0,2,2,1,3,4,3,1,4,1,4,3,0,3,1,0,0,1,2,3,36,High risk / addictive pattern (consider referral)
19,1,1,1,0,1,2,3,4,0,4,0,3,2,2,0,1,1,0,1,4,2,32,High risk / addictive pattern (consider referral)
15,0,3,3,0,2,1,2,4,1,1,2,2,3,3,4,0,1,0,3,2,2,36,High risk / addictive pattern (consider referral)
17,2,0,4,2,2,0,2,0,2,1,1,2,0,4,1,1,0,0,0,1,1,22,Problematic use likely (structured assessment)
14,1,1,0,2,1,0,1,4,4,0,2,1,3,2,3,1,1,0,2,4,2,35,High risk / addictive pattern (consider referral)
13,1,1,3,1,1,2,0,3,2,2,3,3,4,0,4,0,0,0,2,2,0,31,High risk / addictive pattern (consider referral)
14,0,0,2,2,0,0,4,3,1,1,3,1,4,3,1,1,0,1,1,4,3,33,High risk / addictive pattern (consider referral)
13,0,0,4,0,2,0,0,4,2,0,4,1,0,1,1,1,1,0,2,2,2,23,Problematic use likely (structured assessment)
18,1,3,3,1,0,0,2,1,1,3,1,0,0,0,0,1,0,0,2,0,2,18,At-risk (brief advice/monitor)
14,1,2,0,0,1,2,4,3,2,1,2,4,2,3,1,0,1,1,4,3,1,38,High risk / addictive pattern (consider referral)
18,1,3,2,2,1,0,4,2,0,4,0,4,4,2,4,0,1,0,0,2,0,34,High risk / addictive pattern (consider referral)
17,2,3,3,2,2,2,3,4,2,3,3,4,3,1,2,1,1,0,0,4,0,42,High risk / addictive pattern (consider referral)
13,2,2,1,1,2,2,1,3,1,2,2,2,2,3,4,1,1,0,2,4,4,41,High risk / addictive pattern (consider referral)
18,1,0,4,1,1,2,4,1,0,2,0,1,2,2,4,0,0,1,3,0,2,27,Problematic use likely (structured assessment)
15,2,2,3,0,1,3,4,4,1,2,0,2,2,1,4,0,0,1,3,1,3,36,High risk / addictive pattern (consider referral)
17,1,0,4,0,1,0,0,4,3,2,0,1,0,1,0,1,0,1,3,4,3,25,Problematic use likely (structured assessment)
13,0,0,4,1,0,1,1,2,2,4,4,1,2,2,1,1,0,0,1,2,1,26,Problematic use likely (structured assessment)
17,0,0,1,1,2,2,0,2,0,0,3,1,1,1,0,0,0,1,2,3,4,23,Problematic use likely (structured assessment)
19,2,0,2,0,1,0,3,3,3,0,2,4,0,4,0,1,0,1,4,2,0,30,High risk / addictive pattern (consider referral)
13,0,0,2,1,2,0,3,4,2,3,0,3,1,4,1,1,0,1,3,4,3,36,High risk / addictive pattern (consider referral)
16,2,1,2,1,0,0,0,1,0,0,0,3,0,1,0,1,0,1,0,4,1,16,At-risk (brief advice/monitor)
19,0,0,1,2,1,1,3,0,0,4,2,0,0,0,1,1,1,0,4,0,2,22,Problematic use likely (structured assessment)
14,1,1,0,0,0,3,2,0,3,0,3,4,4,4,1,1,0,1,4,0,0,32,High risk / addictive pattern (consider referral)
13,2,0,0,0,1,0,4,0,0,1,4,4,1,2,2,0,1,1,4,1,2,30,High risk / addictive pattern (consider referral)
15,2,1,4,0,2,1,0,4,1,4,1,2,2,4,3,0,0,0,1,1,0,29,Problematic use likely (structured assessment)
17,2,1,1,0,2,2,4,4,1,4,3,3,2,3,2,0,1,0,2,1,4,41,High risk / addictive pattern (consider referral)
14,0,2,0,0,2,1,1,0,2,3,3,4,1,3,3,1,1,1,3,2,4,37,High risk / addictive pattern (consider referral)
18,2,1,1,0,0,0,2,4,4,3,1,4,2,4,0,0,1,0,3,1,3,35,High risk / addictive pattern (consider referral)
14,1,2,2,0,1,1,0,4,3,3,1,3,3,1,3,1,0,0,4,1,1,33,High risk / addictive pattern (consider referral)
16,0,2,2,0,2,1,4,1,0,4,4,2,3,2,2,1,0,0,4,1,0,33,High risk / addictive pattern (consider referral)
17,1,2,0,2,1,3,1,1,3,0,1,1,2,1,4,0,1,1,4,4,0,33,High risk / addictive pattern (consider referral)
19,1,2,4,1,2,3,3,0,0,0,0,2,3,3,3,1,0,1,2,1,4,32,High risk / addictive pattern (consider referral)
17,1,3,2,1,2,3,4,0,2,0,4,2,3,2,1,0,0,1,1,4,4,38,High risk / addictive pattern (consider referral)
14,0,2,4,1,0,2,4,1,0,4,3,2,4,4,3,1,1,0,0,2,4,38,High risk / addictive pattern (consider referral)
14,0,0,4,1,2,1,0,1,4,4,2,1,2,1,3,0,0,1,1,1,4,29,Problematic use likely (structured assessment)
17,1,0,4,1,1,0,3,0,3,3,3,1,0,1,0,0,1,0,2,0,1,21,Problematic use likely (structured assessment)
16,1,0,3,2,0,0,0,2,3,3,4,2,3,3,3,0,0,0,0,3,3,32,High risk / addictive pattern (consider referral)
16,1,2,0,0,2,0,2,0,1,0,1,2,3,2,2,1,0,0,1,1,1,22,Problematic use likely (structured assessment)
17,0,1,2,2,0,1,2,1,3,4,4,0,4,2,4,1,0,0,4,1,2,36,High risk / addictive pattern (consider referral)
17,1,0,2,0,2,3,0,2,4,1,3,4,3,0,0,1,1,1,4,1,4,35,High risk / addictive pattern (consider referral)
16,0,1,0,0,0,3,3,0,3,2,1,0,1,4,1,1,1,0,4,0,2,27,Problematic use likely (structured assessment)
13,0,0,4,1,1,3,1,3,4,3,4,1,0,4,0,0,0,1,3,1,1,31,High risk / addictive pattern (consider referral)
19,0,2,4,1,0,1,2,1,2,3,1,3,0,3,4,0,1,1,4,1,4,34,High risk / addictive pattern (consider referral)
19,0,3,4,1,0,3,3,1,3,3,4,0,3,4,2,1,0,1,4,3,0,39,High risk / addictive pattern (consider referral)
15,1,1,0,1,1,2,1,4,3,1,1,4,0,3,1,1,1,0,2,3,4,35,High risk / addictive pattern (consider referral)
17,0,0,2,0,0,3,2,4,0,3,0,0,4,0,1,0,1,1,1,0,0,20,At-risk (brief advice/monitor)
15,2,2,3,0,2,3,2,4,1,3,2,4,1,3,3,0,1,1,3,4,3,44,High risk / addictive pattern (consider referral)
17,0,0,2,1,1,2,1,2,1,1,4,0,0,1,2,1,0,0,2,0,3,22,Problematic use likely (structured assessment)
13,0,2,4,0,2,2,2,4,4,0,2,3,1,1,4,1,1,1,2,1,2,35,High risk / addictive pattern (consider referral)
14,0,2,3,1,2,1,3,2,4,3,1,4,4,0,2,1,1,0,3,1,3,38,High risk / addictive pattern (consider referral)
14,0,3,0,0,1,1,4,3,2,1,4,3,1,0,1,0,1,0,3,3,2,33,High risk / addictive pattern (consider referral)
13,0,2,4,1,2,0,3,4,3,4,4,1,3,0,4,0,0,0,1,4,4,40,High risk / addictive pattern (consider referral)
15,2,2,1,0,0,0,1,1,4,0,1,1,3,2,4,0,1,0,1,0,4,27,Problematic use likely (structured assessment)
17,1,1,4,2,2,1,0,0,2,0,0,2,1,2,1,0,0,0,4,2,2,23,Problematic use likely (structured assessment)
13,1,3,0,1,2,2,2,3,1,3,4,4,1,4,4,1,1,0,4,2,4,47,High risk / addictive pattern (consider referral)
16,1,3,0,0,1,3,2,4,2,4,4,2,1,2,1,1,1,0,0,4,4,40,High risk / addictive pattern (consider referral)
19,2,3,4,1,2,3,4,2,1,4,4,1,4,2,0,1,0,0,0,3,2,39,High risk / addictive pattern (consider referral)
14,0,0,1,1,0,3,2,1,4,0,4,2,2,3,1,1,1,1,0,4,4,34,High risk / addictive pattern (consider referral)
15,2,2,4,2,0,0,0,4,0,1,1,2,4,2,0,1,1,1,1,4,3,31,High risk / addictive pattern (consider referral)
18,2,0,1,1,0,3,0,2,2,4,2,2,3,4,4,1,0,0,1,3,2,36,High risk / addictive pattern (consider referral)
17,0,0,2,2,2,3,2,2,2,2,2,0,1,3,3,0,0,1,3,2,0,30,High risk / addictive pattern (consider referral)
13,2,0,1,0,2,1,4,2,2,3,0,1,1,1,2,1,0,1,0,4,1,28,Problematic use likely (structured assessment)
19,1,3,1,0,1,1,0,2,1,4,0,0,0,3,2,1,0,0,4,4,3,30,High risk / addictive pattern (consider referral)
13,0,0,3,1,0,0,0,0,0,2,2,1,4,0,3,0,1,0,0,1,3,18,At-risk (brief advice/monitor)
19,0,0,1,2,0,2,4,0,4,1,3,3,4,0,3,0,1,0,3,0,0,30,High risk / addictive pattern (consider referral)
17,0,3,4,1,1,2,4,3,1,3,4,1,4,1,4,1,1,0,1,0,2,37,High risk / addictive pattern (consider referral)
17,2,2,0,0,1,2,2,2,3,0,3,2,3,1,4,0,0,0,3,2,0,32,High risk / addictive pattern (consider referral)
16,1,3,0,0,1,2,2,0,1,3,4,3,4,2,2,1,0,1,2,1,4,37,High risk / addictive pattern (consider referral)
18,1,2,4,0,2,2,2,0,2,3,4,3,1,4,3,0,1,1,4,3,4,42,High risk / addictive pattern (consider referral)
16,0,3,2,0,1,1,0,1,4,0,2,3,1,4,3,1,1,1,1,3,2,32,High risk / addictive pattern (consider referral)
17,2,3,4,0,0,1,3,3,0,3,3,3,2,3,2,1,1,1,0,0,3,34,High risk / addictive pattern (consider referral)
16,1,1,1,1,1,2,2,4,3,0,2,3,4,2,3,1,1,0,1,0,3,35,High risk / addictive pattern (consider referral)
19,2,2,0,2,0,1,3,1,3,0,0,2,3,0,2,0,1,0,4,1,2,29,Problematic use likely (structured assessment)
14,0,2,0,2,2,0,4,3,2,4,3,0,1,3,4,1,0,1,2,3,2,39,High risk / addictive pattern (consider referral)
15,2,3,1,1,2,0,3,0,1,2,3,4,3,4,3,1,0,0,4,2,2,40,High risk / addictive pattern (consider referral)
15,0,1,0,1,1,2,3,1,1,4,3,2,2,4,4,0,0,1,2,0,4,36,High risk / addictive pattern (consider referral)
